id,word,frequency,pos
92413,cliched,113960,100
92414,biosis,113956,96
92415,bigatti,113947,96
92416,microsemi,113943,96
92417,currentpoint,113942,96
92418,twikivariablesntoz,113941,96
92419,dja,113939,100
92420,chelle,113937,96
92421,ncic,113930,85
92422,hosseini,113929,96
92423,elefant,113929,84
92424,tomie,113929,96
92425,prestatyn,113928,96
92426,noahs,113925,96
92427,downpatrick,113924,96
92428,nois,113924,96
92429,outperforming,113921,100
92430,internazionali,113920,96
92431,dvmrp,113920,96
92432,patanol,113919,96
92433,fusiliers,113916,96
92434,rotiserie,113907,96
92435,megafitness,113905,96
92436,gyr,113905,96
92437,mpsc,113903,96
92438,guntersville,113901,96
92439,lenihan,113898,96
92440,vfc,113898,96
92441,mykiss,113891,96
92442,weathergirl,113889,96
92443,capon,113889,96
92444,unrealised,113887,84
92445,intersession,113879,92
92446,lovelandia,113878,96
92447,weakley,113876,96
92448,monetize,113876,96
92449,dioske,113875,96
92450,webseiten,113872,96
92451,synechocystis,113870,92
92452,tibbetts,113869,100
92453,ords,113867,96
92454,tncs,113864,96
92455,stiffly,113863,96
92456,sunrpc,113860,96
92457,merman,113856,96
92458,chronologies,113854,100
92459,morimoto,113854,96
92460,fajita,113848,96
92461,denywebrename,113848,96
92462,uprima,113845,96
92463,punxsutawney,113844,96
92464,nexpak,113841,96
92465,bitz,113840,96
92466,adin,113840,96
92467,ciojury,113837,96
92468,ussa,113836,96
92469,cxoextra,113834,96
92470,hartville,113831,96
92471,whanau,113829,96
92472,onlinepoker,113829,96
92473,folgenden,113829,96
92474,diamanti,113829,92
92475,cacher,113827,96
92476,nsba,113827,96
92477,grampa,113824,96
92478,bmws,113823,96
92479,microlight,113823,96
92480,nastiness,113822,96
92481,langara,113820,96
92482,theravada,113818,96
92483,slumberland,113817,96
92484,maggs,113817,96
92485,festivity,113815,96
92486,tongass,113812,96
92487,collectabl,113807,96
92488,researchmidtab,113801,96
92489,grk,113799,96
92490,mofos,113797,96
92491,blading,113795,96
92492,awana,113787,96
92493,gemara,113786,96
92494,ibackup,113786,96
92495,takumi,113783,96
92496,ngvd,113777,96
92497,slatwall,113776,96
92498,musso,113775,96
92499,karadzic,113774,96
92500,anaya,113774,96
92501,droga,113773,96
92502,becr,113773,96
92503,thessaly,113773,96
92504,wasl,113772,96
92505,metallics,113771,96
92506,taku,113770,96
92507,ischaemia,113770,96
92508,missal,113768,96
92509,calpain,113768,96
92510,cahners,113762,100
92511,eichler,113759,84
92512,setserial,113757,96
92513,qipo,113757,96
92514,processional,113753,96
92515,lyngsat,113749,96
92516,mino,113742,96
92517,cathryn,113742,96
92518,matsuoka,113740,96
92519,makedev,113739,96
92520,folgende,113735,96
92521,nvqs,113734,96
92522,yonah,113733,96
92523,slayton,113733,96
92524,havok,113733,96
92525,energizes,113718,100
92526,jarkko,113716,96
92527,nonoperating,113715,100
92528,ayre,113714,96
92529,lacrimal,113714,96
92530,commedia,113712,96
92531,autopilots,113710,92
92532,footlocker,113710,96
92533,keyport,113707,96
92534,uppercut,113705,96
92535,abouts,113704,96
92536,brownville,113702,96
92537,melhor,113700,96
92538,recherchez,113697,96
92539,singleplayer,113696,92
92540,gekko,113695,100
92541,ascom,113691,96
92542,katonah,113687,96
92543,hydrangeas,113687,96
92544,autobody,113685,96
92545,afire,113684,96
92546,sowed,113683,100
92547,cooktown,113679,96
92548,chatman,113674,96
92549,proprio,113664,96
92550,marketingvox,113664,96
92551,examinees,113661,96
92552,returnvalue,113661,100
92553,muna,113659,96
92554,lpns,113657,96
92555,himes,113654,96
92556,louver,113650,96
92557,seafresh,113649,96
92558,pantyhosed,113643,100
92559,schieffer,113638,92
92560,scholls,113638,92
92561,oaklands,113632,100
92562,rolly,113632,86
92563,realworld,113628,92
92564,linkshare,113627,92
92565,backfires,113626,100
92566,jln,113623,96
92567,webshites,113620,100
92568,syndications,113620,96
92569,galaga,113618,96
92570,crisco,113618,96
92571,mariko,113617,96
92572,elmbridge,113612,96
92573,atpases,113610,100
92574,madwifi,113608,96
92575,parsi,113606,96
92576,hitpoints,113606,92
92577,broyles,113605,92
92578,berkhamsted,113602,100
92579,lastknownfiletype,113597,92
92580,tums,113594,92
92581,jafar,113593,96
92582,sancti,113587,96
92583,wrenn,113584,96
92584,ticklers,113577,92
92585,erx,113577,86
92586,wolter,113574,96
92587,cani,113568,96
92588,golomb,113567,96
92589,arar,113566,96
92590,svendsen,113564,96
92591,brahmins,113559,96
92592,stasi,113556,96
92593,nited,113553,96
92594,methos,113552,96
92595,lateline,113545,96
92596,spinor,113544,96
92597,clowes,113538,96
92598,cmpsize,113537,96
92599,usat,113535,96
92600,tsao,113533,96
92601,dansville,113526,96
92602,sabertooth,113524,96
92603,headingley,113521,96
92604,mtune,113516,96
92605,inac,113516,96
92606,iesaf,113515,96
92607,isys,113512,96
92608,werder,113508,96
92609,mumba,113506,96
92610,bordentown,113505,96
92611,backman,113504,96
92612,kiyosaki,113502,96
92613,groundswell,113501,96
92614,mutandis,113500,96
92615,overnights,113497,96
92616,physorg,113494,96
92617,akio,113491,96
92618,rutan,113487,96
92619,bcu,113486,96
92620,chordie,113484,96
92621,gloat,113480,96
92622,entanglements,113479,92
92623,decss,113479,96
92624,grosset,113478,96
92625,clawing,113475,96
92626,automotivedealers,113474,96
92627,luthier,113473,96
92628,krogh,113465,96
92629,condensates,113464,100
92630,luer,113464,100
92631,skinnable,113463,84
92632,wrangle,113460,100
92633,sinfest,113449,84
92634,autour,113448,92
92635,psycholinguistics,113448,96
92636,ajb,113447,96
92637,copyfight,113445,96
92638,immensity,113442,96
92639,newsreels,113442,92
92640,squabbling,113441,100
92641,scapa,113440,96
92642,daegu,113438,96
92643,carstairs,113437,92
92644,halacha,113434,96
92645,posadas,113433,96
92646,garou,113432,96
92647,medroxyprogesterone,113429,96
92648,wilmore,113429,96
92649,setlength,113423,96
92650,vivekananda,113423,96
92651,hoyts,113418,96
92652,acquiesced,113418,100
92653,backes,113406,96
92654,rosamund,113405,96
92655,megastar,113402,96
92656,cowden,113401,96
92657,galera,113397,96
92658,fascinates,113396,100
92659,hoole,113396,96
92660,deinen,113393,96
92661,fitzgibbon,113393,96
92662,butyrate,113388,96
92663,organophosphate,113388,96
92664,kargil,113388,96
92665,crls,113387,96
92666,antiqbook,113386,96
92667,morpheme,113381,96
92668,yvan,113379,96
92669,desales,113378,92
92670,sdds,113375,100
92671,hgs,113370,85
92672,produzione,113370,96
92673,hasler,113367,92
92674,uncharacteristically,113361,86
92675,lmodern,113357,84
92676,concordances,113355,92
92677,hile,113352,84
92678,pplication,113351,96
92679,liberalize,113346,96
92680,hogwash,113346,92
92681,regence,113345,92
92682,consecrate,113344,92
92683,acreages,113339,100
92684,logg,113336,96
92685,barcellona,113336,96
92686,lightsabers,113334,96
92687,incom,113331,96
92688,subsidization,113331,96
92689,newsbytes,113328,100
92690,pursuers,113328,92
92691,pheochromocytoma,113319,96
92692,wyler,113319,96
92693,frolicking,113313,100
92694,esme,113312,96
92695,bertl,113312,92
92696,mutagens,113312,100
92697,buttercream,113311,96
92698,tropico,113311,96
92699,reactome,113305,96
92700,amphetadesk,113305,96
92701,lessdisks,113305,96
92702,hideaways,113299,96
92703,wescott,113296,96
92704,canad,113296,96
92705,brotherton,113294,96
92706,faustfick,113291,96
92707,heathcliff,113290,96
92708,markovian,113285,96
92709,predestined,113282,100
92710,edulis,113281,96
92711,beto,113281,96
92712,lowey,113279,96
92713,gneiss,113276,96
92714,tdl,113275,96
92715,therapeutically,113274,86
92716,felecia,113272,96
92717,bruck,113271,92
92718,creamware,113270,100
92719,skillset,113268,96
92720,shirky,113265,96
92721,bookcrossers,113265,96
92722,unroll,113264,96
92723,japanesse,113264,96
92724,zaid,113262,96
92725,jalopnik,113261,96
92726,gevonden,113259,96
92727,hellblazer,113256,96
92728,waterhole,113253,96
92729,almay,113248,96
92730,heppner,113243,96
92731,ephilosopher,113242,96
92732,estamos,113240,96
92733,eru,113238,96
92734,juggalos,113237,96
92735,tutt,113236,92
92736,rhin,113235,96
92737,charterhouse,113233,92
92738,savard,113228,96
92739,mciver,113226,96
92740,mumu,113224,96
92741,lekcje,113223,96
92742,disobeyed,113217,100
92743,joondalup,113213,96
92744,jenteal,113213,96
92745,gundersen,113212,96
92746,bluecross,113205,96
92747,csulb,113197,96
92748,biophysica,113195,96
92749,renegotiated,113194,100
92750,firme,113187,96
92751,emax,113187,96
92752,dileep,113186,96
92753,prsps,113183,96
92754,saens,113182,96
92755,zillapedia,113182,96
92756,sesam,113181,96
92757,affari,113179,96
92758,hipparcos,113169,96
92759,characterising,113168,96
92760,anansi,113164,96
92761,peper,113161,96
92762,dishonour,113161,96
92763,shounen,113156,96
92764,devanagari,113155,84
92765,phages,113155,92
92766,hesitantly,113152,86
92767,seminarians,113151,100
92768,linuxtag,113149,96
92769,pieper,113148,100
92770,interreligious,113148,84
92771,saturnia,113137,96
92772,lavished,113137,100
92773,diald,113134,96
92774,courtesan,113133,96
92775,prescod,113133,96
92776,krum,113129,96
92777,unkempt,113129,96
92778,healings,113127,96
92779,bassin,113127,96
92780,mallinckrodt,113126,96
92781,evalua,113124,96
92782,adjudicatory,113123,96
92783,hads,113122,96
92784,unappealing,113122,100
92785,joram,113120,96
92786,thuja,113119,96
92787,nalysis,113119,96
92788,heartaches,113119,100
92789,esrf,113118,96
92790,iaik,113115,96
92791,xep,113110,96
92792,mfo,113109,96
92793,defacing,113106,100
92794,hasse,113100,96
92795,tarte,113100,96
92796,ofx,113095,96
92797,phptal,113094,96
92798,zeichen,113092,96
92799,tames,113092,100
92800,oligarchs,113091,86
92801,casted,113085,84
92802,westmount,113083,96
92803,ency,113077,92
92804,hauntingly,113075,86
92805,dtb,113072,96
92806,dcfs,113070,96
92807,frenkel,113069,96
92808,joensuu,113069,96
92809,ncos,113067,96
92810,nites,113066,100
92811,jeder,113065,96
92812,rhb,113062,96
92813,interjected,113060,100
92814,sunsite,113057,96
92815,novena,113056,96
92816,humorously,113053,86
92817,smbus,113051,96
92818,adjudications,113048,92
92819,victoriously,113043,86
92820,sih,113040,84
92821,legitimation,113038,92
92822,tiener,113036,92
92823,noten,113034,96
92824,catchphrase,113034,92
92825,bondurant,113030,92
92826,migs,113027,92
92827,translink,113027,92
92828,jotting,113022,100
92829,ivermectin,113022,96
92830,stalwarts,113018,96
92831,vortec,113017,96
92832,lubeck,113013,96
92833,stuarts,113013,92
92834,docherty,113009,96
92835,ryka,113001,96
92836,hangouts,112998,100
92837,troyer,112998,96
92838,jalapenos,112995,96
92839,pten,112993,100
92840,ascents,112992,92
92841,bigtit,112991,96
92842,sterilizing,112986,100
92843,cloquet,112986,96
92844,datacard,112982,96
92845,itsm,112981,96
92846,angl,112975,96
92847,overstuffed,112974,96
92848,technicals,112971,92
92849,methodsfor,112971,96
92850,hingegen,112969,96
92851,globale,112968,96
92852,reclassify,112962,100
92853,trioxide,112958,84
92854,uwi,112958,96
92855,tropes,112957,92
92856,draping,112954,100
92857,industr,112947,96
92858,aubry,112947,96
92859,singhal,112946,96
92860,acceptably,112945,86
92861,meerkat,112943,96
92862,kenzer,112943,96
92863,passagemaker,112938,92
92864,putra,112934,96
92865,ebayers,112933,92
92866,scal,112933,84
92867,piazzolla,112930,96
92868,nobuo,112929,96
92869,solv,112926,96
92870,parame,112924,96
92871,tatooine,112924,96
92872,shareup,112919,92
92873,retarding,112911,100
92874,deckard,112909,96
92875,indiscretion,112909,96
92876,undertone,112906,96
92877,eintragen,112906,96
92878,diferent,112905,96
92879,umn,112903,96
92880,microcrystalline,112903,96
92881,duell,112900,100
92882,polyesters,112898,92
92883,hermeneutic,112897,96
92884,burkitt,112895,96
92885,sabbat,112889,92
92886,mias,112887,96
92887,hurstville,112887,96
92888,engenders,112886,92
92889,shekhar,112885,100
92890,matthau,112876,96
92891,traderonline,112875,84
92892,squib,112875,92
92893,shumway,112875,92
92894,topos,112872,92
92895,pels,112869,92
92896,neuroprotective,112865,84
92897,paca,112862,92
92898,kyproy,112859,96
92899,guetta,112859,96
92900,dolibarr,112853,96
92901,gowan,112852,96
92902,enbridge,112849,96
92903,cannabinoids,112849,96
92904,paternalistic,112849,96
92905,adot,112849,96
92906,thermophilus,112841,96
92907,nimda,112838,96
92908,ventriloquist,112837,96
92909,bushmaster,112836,96
92910,undernourished,112833,100
92911,porcini,112820,92
92912,drumline,112819,96
92913,santoku,112818,96
92914,kogyo,112816,96
92915,rothesay,112815,96
92916,promotor,112815,96
92917,iatrogenic,112810,96
92918,bronica,112809,96
92919,kaki,112807,96
92920,soco,112807,96
92921,schauer,112805,96
92922,cortese,112800,96
92923,shenton,112796,96
92924,hallows,112795,96
92925,familar,112794,96
92926,surestore,112793,96
92927,slovo,112791,96
92928,decease,112791,96
92929,stigmatized,112790,100
92930,igr,112789,96
92931,coots,112788,100
92932,tactful,112787,84
92933,pruners,112785,92
92934,actinopterygii,112782,100
92935,allura,112780,96
92936,rco,112779,96
92937,friable,112776,84
92938,flywheels,112775,92
92939,perceptron,112771,96
92940,nutting,112766,96
92941,netwerk,112760,96
92942,pitter,112754,96
92943,lefel,112754,100
92944,ixo,112753,93
92945,deion,112745,92
92946,cytological,112745,84
92947,armistead,112745,96
92948,brodhead,112745,96
92949,ziplock,112743,96
92950,amani,112742,96
92951,leeming,112741,96
92952,lsof,112738,96
92953,palatinate,112734,92
92954,moondog,112731,92
92955,findutils,112730,92
92956,konverter,112725,92
92957,interracials,112724,92
92958,rize,112719,100
92959,frusciante,112718,84
92960,junket,112716,92
92961,directorships,112713,100
92962,burgin,112712,96
92963,antitrypsin,112710,96
92964,discographie,112699,96
92965,guestlist,112699,96
92966,monadic,112695,96
92967,steganography,112691,96
92968,referal,112690,96
92969,classifica,112684,96
92970,dalhart,112684,96
92971,abul,112680,96
92972,prishtina,112679,96
92973,hoberman,112677,96
92974,konya,112677,96
92975,liegen,112676,96
92976,wyomissing,112674,100
92977,walkmen,112673,96
92978,barranquilla,112663,96
92979,haku,112663,92
92980,endocrinologist,112663,96
92981,scoutmaster,112658,92
92982,teethers,112654,96
92983,merrin,112648,96
92984,ipsc,112647,100
92985,gand,112646,96
92986,yanking,112645,92
92987,positioners,112641,92
92988,longos,112639,96
92989,greenhalgh,112639,96
92990,jayasuriya,112631,96
92991,kidlington,112629,96
92992,ouagadougou,112628,96
92993,mcms,112627,84
92994,fawning,112626,92
92995,westwind,112625,96
92996,giallo,112625,96
92997,helis,112624,96
92998,prissy,112621,96
92999,walsingham,112620,96
93000,fitr,112619,96
93001,bhutanese,112615,96
93002,hkust,112611,96
93003,archinform,112611,96
93004,godel,112609,96
93005,zoonotic,112608,96
93006,radhika,112608,92
93007,huggers,112605,92
93008,vgs,112603,96
93009,spillane,112600,96
93010,junko,112599,96
93011,jase,112590,96
93012,erbyn,112589,96
93013,hopson,112585,96
93014,psychos,112581,96
93015,abolishes,112572,96
93016,digweed,112571,96
93017,basc,112571,96
93018,littler,112570,96
93019,souness,112569,96
93020,jovencitos,112568,96
93021,datapath,112568,96
93022,jop,112561,96
93023,monbiot,112559,96
93024,digipower,112556,92
93025,southeasterly,112556,86
93026,funnily,112556,86
93027,decoction,112554,92
93028,resents,112549,92
93029,satoru,112546,96
93030,reta,112546,84
93031,orientals,112542,92
93032,squeaking,112541,100
93033,eubank,112540,92
93034,hazlehurst,112538,96
93035,pring,112532,100
93036,soln,112529,96
93037,buffington,112528,96
93038,mktemp,112524,96
93039,aranym,112523,96
93040,kvaerner,112522,96
93041,ccvs,112518,96
93042,tinkling,112516,100
93043,erv,112514,96
93044,alkmaar,112513,92
93045,moives,112509,92
93046,winarranger,112508,96
93047,barringer,112506,96
93048,bergson,112506,96
93049,drie,112505,96
93050,nostrum,112505,96
93051,eservices,112504,100
93052,dalziel,112504,96
93053,alpin,112504,96
93054,mischke,112501,96
93055,masterly,112500,86
93056,kabobs,112499,96
93057,rebol,112499,96
93058,handwoven,112494,96
93059,dunce,112493,96
93060,flintridge,112493,96
93061,hej,112490,96
93062,conny,112486,96
93063,claystone,112485,96
93064,fera,112485,96
93065,butchery,112484,92
93066,bartcop,112483,92
93067,atlantean,112483,84
93068,wresting,112476,100
93069,holidayhavens,112473,96
93070,choicesuk,112472,96
93071,blueshield,112470,96
93072,digifocus,112467,96
93073,burne,112466,96
93074,entrained,112466,100
93075,fost,112466,96
93076,trespassers,112465,92
93077,epitomizes,112457,100
93078,leibowitz,112455,96
93079,gokhale,112453,96
93080,torques,112453,96
93081,whic,112450,96
93082,picosearch,112449,92
93083,reasearch,112445,96
93084,liesegang,112442,96
93085,treacle,112440,96
93086,niantic,112439,96
93087,freebird,112438,96
93088,passin,112437,96
93089,mitzvot,112437,96
93090,herbe,112435,96
93091,blinky,112432,96
93092,verdon,112430,96
93093,variably,112428,86
93094,shopaholic,112424,96
93095,infrant,112424,84
93096,subtractive,112422,84
93097,passau,112421,92
93098,happenstance,112418,92
93099,jessika,112417,96
93100,petwear,112415,96
93101,frankrijk,112413,96
93102,reinvigorate,112413,96
93103,mcguigan,112413,96
93104,toploader,112412,96
93105,heralding,112412,100
93106,uncollectible,112411,84
93107,ush,112410,96
93108,pilon,112409,96
93109,namebase,112408,96
93110,cke,112407,100
93111,claflin,112406,96
93112,mobystore,112405,96
93113,vicino,112402,96
93114,stoel,112396,96
93115,preregistration,112395,96
93116,misconfiguration,112393,96
93117,corrode,112392,96
93118,blooper,112389,96
93119,casos,112389,96
93120,oles,112389,96
93121,kinki,112386,96
93122,fredericktown,112385,96
93123,llyfrgell,112383,96
93124,amphora,112381,96
93125,houbigant,112378,96
93126,dieing,112377,100
93127,matchesstore,112375,96
93128,gtlds,112375,92
